lang,subject,color,admiration,amusement,anger,compassion,contempt,contentment,disappointment,disgust,fear,guilt,hate,interest,joy,love,pleasure,pride,regret,relief,sadness,shame
gb,55103d527c543,white,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,55103d527c543,yellow,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
gb,5510425395f6f,black,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,5510425395f6f,blue,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
gb,5510425395f6f,brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
gb,5510425395f6f,green,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
gb,5510425395f6f,grey,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0
gb,5510425395f6f,orange,0,4,0,4,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0
gb,5510425395f6f,pink,0,0,0,0,0,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0
gb,5510425395f6f,purple,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0
gb,5510425395f6f,red,0,0,2,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0
gb,5510425395f6f,turquoise,3,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
gb,5510425395f6f,white,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,3,0,0,0,0
gb,5510425395f6f,yellow,0,4,0,0,0,0,0,0,0,0,0,2,4,0,4,0,0,0,0,0
gb,551047c3da7db,black,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
gb,551047c3da7db,blue,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0
gb,551047c3da7db,brown,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
gb,551047c3da7db,green,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
gb,551047c3da7db,grey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0
gb,551047c3da7db,orange,0,5,0,5,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0
gb,551047c3da7db,pink,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,0,0,0
gb,551047c3da7db,purple,0,5,0,0,0,0,0,0,0,0,0,5,5,0,5,0,0,0,0,0
gb,551047c3da7db,red,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0
gb,551047c3da7db,turquoise,0,5,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0
gb,551047c3da7db,white,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,551047c3da7db,yellow,0,5,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0
gb,5514154240de1,black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
gb,5514154240de1,blue,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
gb,5514154240de1,brown,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,5514154240de1,green,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
gb,5514154240de1,grey,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,5514154240de1,orange,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,5514154240de1,pink,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
gb,5514154240de1,purple,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,5514154240de1,red,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,5514154240de1,turquoise,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
gb,5514154240de1,white,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,5514154240de1,yellow,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
gb,5543997fc7b28,black,0,0,0,0,0,5,0,0,0,1,0,0,0,5,5,0,0,5,2,0
gb,5543997fc7b28,blue,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,4,5,0
gb,5543997fc7b28,brown,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,2
gb,5543997fc7b28,green,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0
gb,5543997fc7b28,grey,0,0,0,0,0,0,4,0,4,4,0,0,0,0,0,0,5,0,0,4
gb,5543997fc7b28,orange,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,5543997fc7b28,pink,0,2,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0
gb,5543997fc7b28,purple,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0
gb,5543997fc7b28,red,0,0,3,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0
gb,5543997fc7b28,turquoise,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0
gb,5543997fc7b28,white,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
gb,5543997fc7b28,yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,5544b77abc9cd,black,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0
gb,5544b77abc9cd,blue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
gb,5544b77abc9cd,brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
gb,5544b77abc9cd,green,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,5544b77abc9cd,grey,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,4,0
gb,5544b77abc9cd,orange,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
gb,5544b77abc9cd,pink,4,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0
gb,5544b77abc9cd,purple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0
gb,5544b77abc9cd,red,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0
gb,5544b77abc9cd,turquoise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,5544b77abc9cd,white,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,5544b77abc9cd,yellow,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0
gb,554f81461987c,black,0,0,0,0,4,0,4,2,3,0,4,0,0,0,0,0,4,0,4,4
gb,554f81461987c,blue,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,5,0
gb,554f81461987c,brown,0,0,5,0,5,0,5,5,5,5,5,0,0,0,0,0,5,0,5,5
gb,554f81461987c,green,0,1,0,3,0,2,0,0,0,0,0,1,1,0,1,0,0,2,0,0
gb,554f81461987c,grey,0,0,0,0,0,0,3,2,3,3,0,0,0,0,0,0,3,0,4,3
gb,554f81461987c,orange,0,3,0,0,0,3,0,0,0,0,0,3,3,0,3,0,0,0,0,0
gb,554f81461987c,pink,4,3,3,3,0,4,0,0,0,0,0,3,4,4,4,0,0,3,0,3
gb,554f81461987c,purple,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,554f81461987c,red,0,5,5,0,0,0,5,0,0,5,5,5,5,5,5,5,5,0,0,5
gb,554f81461987c,turquoise,0,3,0,0,0,4,0,0,0,0,0,3,3,0,4,0,0,0,0,0
gb,554f81461987c,white,0,0,0,0,0,4,0,0,0,0,0,0,4,0,3,0,0,4,0,0
gb,554f81461987c,yellow,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0
gb,5550a5bb0afd3,black,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
gb,5550a5bb0afd3,blue,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
gb,5550a5bb0afd3,brown,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,5550a5bb0afd3,green,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0
gb,5550a5bb0afd3,grey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
gb,5550a5bb0afd3,orange,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,5550a5bb0afd3,pink,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
gb,5550a5bb0afd3,purple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,5550a5bb0afd3,red,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
gb,5550a5bb0afd3,turquoise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,5550a5bb0afd3,white,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
gb,5550a5bb0afd3,yellow,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0
gb,555f07a6a91f0,black,0,0,5,0,5,0,3,5,5,2,5,0,0,0,0,0,4,0,1,3
gb,555f07a6a91f0,blue,0,0,0,4,0,4,0,0,0,2,0,3,0,3,0,4,2,0,5,0
gb,555f07a6a91f0,brown,0,0,0,0,0,0,2,4,0,1,0,0,0,0,0,0,2,0,0,2
gb,555f07a6a91f0,green,3,0,0,0,3,4,0,3,0,0,3,4,4,0,4,0,0,4,0,0
gb,555f07a6a91f0,grey,0,0,0,0,0,0,2,2,2,5,0,0,0,0,0,0,4,0,5,4
gb,555f07a6a91f0,orange,0,5,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0
gb,555f07a6a91f0,pink,3,4,0,0,2,4,0,3,0,0,2,0,3,3,4,3,4,0,0,4
gb,555f07a6a91f0,purple,0,0,3,0,3,0,4,4,3,0,0,0,0,0,0,0,2,0,4,3
gb,555f07a6a91f0,red,0,0,5,0,4,0,0,2,2,0,5,5,5,5,5,0,2,0,0,4
gb,555f07a6a91f0,turquoise,0,2,0,2,0,2,0,0,0,0,0,2,0,0,0,3,2,3,0,2
gb,555f07a6a91f0,white,0,0,0,5,0,5,0,0,0,4,0,0,0,5,0,0,4,5,4,4
gb,555f07a6a91f0,yellow,0,4,4,3,5,0,0,5,3,2,4,0,4,0,4,4,2,0,0,2
gb,555f1181b5a93,black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,555f1181b5a93,blue,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,555f1181b5a93,brown,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,555f1181b5a93,green,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,555f1181b5a93,grey,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,555f1181b5a93,orange,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,555f1181b5a93,pink,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,555f1181b5a93,purple,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
gb,555f1181b5a93,red,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,555f1181b5a93,turquoise,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
gb,555f1181b5a93,white,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,555f1181b5a93,yellow,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
gb,5.56E+12,black,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3
gb,5.56E+12,blue,0,0,0,0,0,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0
gb,5.56E+12,brown,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,5.56E+12,green,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,2,3,0,0
gb,5.56E+12,grey,0,0,2,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0
gb,5.56E+12,orange,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0
gb,5.56E+12,pink,0,3,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,0
gb,5.56E+12,purple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
gb,5.56E+12,red,0,0,4,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3
gb,5.56E+12,turquoise,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
gb,5.56E+12,white,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,5.56E+12,yellow,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0
gb,5560530f56a7c,black,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,3,0,4,0
gb,5560530f56a7c,blue,0,0,0,4,0,5,0,0,0,0,0,4,0,0,0,4,4,4,4,0
gb,5560530f56a7c,brown,0,0,0,0,2,0,3,2,0,0,0,3,0,0,0,2,2,2,2,0
gb,5560530f56a7c,green,3,4,2,0,0,4,0,3,0,2,0,4,4,0,0,0,0,2,0,2
gb,5560530f56a7c,grey,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,4,0,4,2
gb,5560530f56a7c,orange,3,4,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,2,0,0
gb,5560530f56a7c,pink,0,4,0,2,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,3
gb,5560530f56a7c,purple,4,4,0,4,0,4,0,0,0,0,0,4,4,4,4,0,0,4,0,0
gb,5560530f56a7c,red,0,0,5,0,0,4,0,0,0,0,4,0,3,5,4,0,0,0,0,0
gb,5560530f56a7c,turquoise,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,5560530f56a7c,white,4,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,4,4,0,0
gb,5560530f56a7c,yellow,3,4,0,0,2,0,0,3,0,0,0,0,4,0,4,0,0,0,0,0
gb,55610fd594623,black,0,0,0,0,4,0,0,2,0,5,0,0,0,0,0,0,0,0,3,0
gb,55610fd594623,blue,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0
gb,55610fd594623,brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,55610fd594623,green,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0
gb,55610fd594623,grey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,55610fd594623,orange,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0
gb,55610fd594623,pink,0,0,0,3,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
gb,55610fd594623,purple,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
gb,55610fd594623,red,3,0,0,0,0,3,0,0,3,0,0,0,0,4,0,2,0,0,0,0
gb,55610fd594623,turquoise,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
gb,55610fd594623,white,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,3
gb,55610fd594623,yellow,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4
gb,55623165348f3,black,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,4
gb,55623165348f3,blue,0,4,0,0,0,5,0,0,0,0,0,4,0,3,4,0,0,4,0,0
gb,55623165348f3,brown,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,2
gb,55623165348f3,green,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0
gb,55623165348f3,grey,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,3
gb,55623165348f3,orange,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
gb,55623165348f3,pink,4,0,0,0,0,0,3,4,0,0,4,0,4,3,4,0,0,0,0,0
gb,55623165348f3,purple,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0
gb,55623165348f3,red,0,0,3,4,0,0,0,0,0,0,0,0,0,4,4,3,3,0,0,0
gb,55623165348f3,turquoise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
gb,55623165348f3,white,0,0,0,0,0,2,0,0,0,0,1,0,0,3,0,0,3,3,0,0
gb,55623165348f3,yellow,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0
gb,5562cc5403dfe,black,0,0,0,0,0,0,4,0,0,3,0,5,0,0,0,0,3,5,0,0
gb,5562cc5403dfe,blue,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,5562cc5403dfe,brown,5,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,4,0
gb,5562cc5403dfe,green,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,5562cc5403dfe,grey,0,0,0,0,0,0,0,4,4,5,0,0,0,0,0,0,5,0,0,5
gb,5562cc5403dfe,orange,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
gb,5562cc5403dfe,pink,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0
gb,5562cc5403dfe,purple,0,5,0,0,0,0,0,0,0,0,0,5,0,3,4,0,0,0,0,0
gb,5562cc5403dfe,red,5,4,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0
gb,5562cc5403dfe,turquoise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,5562cc5403dfe,white,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,5562cc5403dfe,yellow,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
gb,5562d1da334d2,black,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,5562d1da334d2,blue,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
gb,5562d1da334d2,brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,5562d1da334d2,green,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
gb,5562d1da334d2,grey,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
gb,5562d1da334d2,orange,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
gb,5562d1da334d2,pink,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,5562d1da334d2,purple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
gb,5562d1da334d2,red,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
gb,5562d1da334d2,turquoise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
gb,5562d1da334d2,white,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,5562d1da334d2,yellow,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
gb,5562d2a08a074,black,0,0,0,0,0,0,5,0,4,3,0,0,0,0,0,0,0,0,0,4
gb,5562d2a08a074,blue,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0
gb,5562d2a08a074,brown,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0
gb,5562d2a08a074,green,4,0,0,4,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0
gb,5562d2a08a074,grey,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,3
gb,5562d2a08a074,orange,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,5562d2a08a074,pink,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
gb,5562d2a08a074,purple,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0
gb,5562d2a08a074,red,0,0,5,0,3,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0
gb,5562d2a08a074,turquoise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0
gb,5562d2a08a074,white,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,5562d2a08a074,yellow,0,4,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0
gb,5562d873231e1,black,0,0,0,0,4,0,0,0,0,3,4,0,0,0,0,0,0,0,3,0
gb,5562d873231e1,blue,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
gb,5562d873231e1,brown,0,0,0,4,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0
gb,5562d873231e1,green,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,5562d873231e1,grey,0,0,0,0,0,0,4,0,4,3,0,0,0,0,0,0,3,0,0,5
gb,5562d873231e1,orange,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
gb,5562d873231e1,pink,0,3,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0
gb,5562d873231e1,purple,0,4,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0
gb,5562d873231e1,red,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
gb,5562d873231e1,turquoise,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,5562d873231e1,white,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,5562d873231e1,yellow,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0
gb,5562de7186116,black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
gb,5562de7186116,blue,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,5562de7186116,brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
gb,5562de7186116,green,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
gb,5562de7186116,grey,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,5562de7186116,orange,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,5562de7186116,pink,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,5562de7186116,purple,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
gb,5562de7186116,red,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,5562de7186116,turquoise,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,5562de7186116,white,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
gb,5562de7186116,yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
gb,5562e06d9c59d,black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
gb,5562e06d9c59d,blue,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
gb,5562e06d9c59d,brown,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,5562e06d9c59d,green,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,5562e06d9c59d,grey,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,5562e06d9c59d,orange,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
gb,5562e06d9c59d,pink,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,5562e06d9c59d,purple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
gb,5562e06d9c59d,red,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
gb,5562e06d9c59d,turquoise,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
gb,5562e06d9c59d,white,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,5562e06d9c59d,yellow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
gb,5562e7a536d46,black,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
gb,5562e7a536d46,blue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,5562e7a536d46,brown,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
gb,5562e7a536d46,green,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,5562e7a536d46,grey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
gb,5562e7a536d46,orange,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,5562e7a536d46,pink,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,5562e7a536d46,purple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
gb,5562e7a536d46,red,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,5562e7a536d46,turquoise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
gb,5562e7a536d46,white,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,5562e7a536d46,yellow,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb,5562eb297a924,black,0,0,0,0,2,0,0,3,5,4,5,0,0,0,0,0,0,0,4,3
gb,5562eb297a924,blue,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,4,0,0
gb,5562eb297a924,brown,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
gb,5562eb297a924,green,0,0,0,4,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0
gb,5562eb297a924,grey,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,5
gb,5562eb297a924,orange,4,0,0,4,0,5,0,0,0,0,0,4,5,3,5,0,0,4,0,0
gb,5562eb297a924,pink,3,0,0,5,0,5,0,0,0,0,0,0,0,4,5,0,0,0,0,0
gb,5562eb297a924,purple,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
gb,5562eb297a924,red,4,0,5,0,0,0,0,0,0,0,5,0,0,5,4,0,0,0,0,0
gb,5562eb297a924,turquoise,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,2,0,0
gb,5562eb297a924,white,5,0,5,4,0,4,0,0,0,0,4,5,3,4,4,0,3,5,4,0
gb,5562eb297a924,yellow,0,0,0,4,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0
gb,5562eb7a5152b,black,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0
